user_id,daily_active_minutes,posts_per_week,stories_per_week,avg_likes_received,avg_comments_received,profile_completeness_percent,friends_count,groups_joined,events_rsvp,pages_liked,ads_clicked_per_month,account_age_days,login_streak_days,device_type,country
USR006876,10.7,1.6,3.8,58.7,35.8,71.2,59,2,41,2,58,843,89,Mobile,Germany
USR006877,45.6,6.7,13.0,22.4,13.3,77.7,116,25,29,180,12,488,338,Mobile,Australia
USR006878,14.3,13.9,0.9,15.8,5.2,98.0,220,40,74,168,44,954,248,Desktop,Japan
USR006879,36.1,0.2,1.5,8.3,1.7,40.0,783,0,73,462,77,2603,1,Mobile,India
USR006880,3.7,2.7,2.9,1.5,6.0,83.7,66,43,99,247,68,1468,52,Mobile,Japan
USR006881,12.0,1.3,8.8,4.8,9.7,56.8,620,22,62,499,99,2489,238,Mobile,India
USR006882,91.1,10.8,0.2,5.4,6.7,49.1,107,8,51,256,38,2661,89,Mobile,USA
USR006883,230.2,2.2,13.3,31.1,58.5,49.4,183,36,35,303,78,2017,42,Mobile,Germany
USR006884,177.1,0.7,15.8,129.1,0.6,31.6,97,46,65,119,24,2205,45,Mobile,Japan
USR006885,91.5,9.7,3.7,50.8,20.4,53.3,333,9,36,69,39,630,63,Mobile,UK
USR006886,11.2,9.3,1.2,94.9,10.1,80.1,11,10,42,287,87,1809,353,Tablet,UK
USR006887,11.1,0.4,8.5,50.8,14.4,31.2,110,7,37,55,65,1177,284,Desktop,Japan
USR006888,55.9,1.8,0.6,12.6,3.0,38.6,234,30,73,219,85,273,100,Mobile,USA
USR006889,20.0,5.9,8.4,149.8,3.6,40.1,150,34,34,36,56,1973,75,Desktop,Australia
USR006890,15.5,4.8,11.9,68.7,12.9,61.7,19,42,47,54,74,1224,51,Mobile,Australia
USR006891,51.2,10.6,1.4,9.3,5.9,20.1,170,46,44,465,63,1548,230,Mobile,India
USR006892,3.0,2.5,1.8,50.8,28.4,87.1,108,30,89,5,33,2350,57,Mobile,UK
USR006893,83.0,7.4,0.3,28.7,0.3,52.9,77,6,83,16,69,2521,339,Desktop,Australia
USR006894,73.2,5.1,3.6,18.1,0.5,79.3,36,47,15,463,46,341,346,Mobile,UK
USR006895,50.7,6.4,1.4,27.2,6.1,48.0,71,35,76,104,99,2837,276,Mobile,UK
USR006896,47.0,14.5,1.5,67.2,5.8,69.2,79,24,64,234,13,3487,213,Tablet,Australia
USR006897,55.6,2.1,5.7,10.6,9.2,38.5,107,0,57,167,1,1099,363,Desktop,USA
USR006898,28.2,2.0,0.6,12.5,1.7,45.2,243,4,19,471,58,633,347,Mobile,Brazil
USR006899,73.4,0.2,2.1,16.0,18.7,37.3,283,8,15,18,32,2984,203,Mobile,India
USR006900,113.5,4.8,0.3,3.5,11.0,59.7,27,30,94,224,18,450,49,Tablet,Australia
USR006901,63.3,5.0,4.0,94.5,23.4,68.2,8,25,81,159,45,1489,301,Desktop,Germany
USR006902,13.2,10.3,9.2,0.6,0.1,55.3,306,14,79,440,47,2750,13,Mobile,Brazil
USR006903,34.4,14.3,3.5,27.4,2.6,60.7,63,17,77,190,47,2718,118,Mobile,Brazil
USR006904,19.2,0.3,5.1,35.9,10.1,62.0,291,28,58,345,3,2147,123,Desktop,Brazil
USR006905,23.0,0.6,2.0,33.2,2.5,91.2,301,13,31,181,56,904,352,Mobile,Japan
USR006906,66.0,1.0,3.5,24.5,4.4,95.2,212,45,68,277,20,2413,240,Mobile,Japan
USR006907,88.5,10.8,4.6,17.8,0.8,69.2,222,38,66,480,51,3229,69,Mobile,Australia
USR006908,93.0,1.4,5.4,58.3,2.2,94.6,39,17,21,208,0,882,146,Mobile,Japan
USR006909,2.6,16.3,0.7,9.9,25.3,79.8,60,17,71,83,16,1009,7,Mobile,Brazil
USR006910,22.9,2.4,8.4,25.2,12.0,53.5,7,30,21,137,5,941,283,Desktop,Brazil
USR006911,108.4,2.7,12.6,80.6,10.2,67.0,193,45,97,466,97,155,232,Mobile,USA
USR006912,3.7,0.0,7.5,63.2,21.5,60.7,82,43,91,260,4,895,208,Mobile,Japan
USR006913,39.5,2.7,20.2,51.3,3.0,46.4,340,0,18,421,58,1564,102,Mobile,USA
USR006914,31.3,0.2,7.9,67.4,10.5,36.9,19,7,91,384,42,2397,332,Mobile,Australia
USR006915,39.0,3.1,3.9,7.6,3.3,62.9,17,43,49,200,6,2546,23,Mobile,India
USR006916,105.1,0.2,2.0,70.1,1.0,31.1,310,22,26,156,11,2608,307,Mobile,UK
USR006917,28.5,2.5,20.3,58.6,6.6,67.9,548,0,8,316,63,2625,15,Mobile,Australia
USR006918,7.2,2.9,5.8,9.0,5.4,76.3,113,14,92,301,86,2597,184,Mobile,Germany
USR006919,70.9,0.1,1.1,13.8,2.0,72.0,471,7,85,136,76,2525,225,Mobile,Australia
USR006920,79.7,3.6,17.3,46.5,2.3,81.6,352,5,72,148,45,406,207,Mobile,UK
USR006921,104.2,1.2,12.8,82.8,18.8,68.7,539,31,94,54,68,2589,160,Desktop,USA
USR006922,30.2,0.9,5.2,179.7,3.7,47.0,7,15,30,25,54,3208,311,Desktop,USA
USR006923,34.0,3.6,1.8,52.5,3.1,85.8,299,46,37,335,63,754,360,Mobile,Japan
USR006924,177.6,2.2,0.2,3.4,4.3,59.4,71,32,23,131,75,2792,92,Mobile,USA
USR006925,29.9,1.0,8.8,76.6,26.1,99.1,136,30,89,97,48,3083,186,Mobile,USA
USR006926,13.8,0.4,1.0,34.4,20.9,53.6,77,22,72,437,14,408,210,Mobile,UK
USR006927,23.5,2.8,3.6,26.1,26.6,84.2,11,3,12,463,92,1800,90,Desktop,Japan
USR006928,32.1,2.6,8.2,14.5,4.5,55.9,18,6,16,98,16,2092,213,Mobile,Germany
USR006929,28.1,6.5,1.2,6.0,1.7,91.7,46,11,99,210,61,2585,149,Mobile,Brazil
USR006930,16.3,1.8,12.5,22.3,0.8,37.1,446,11,75,424,78,2666,302,Mobile,Brazil
USR006931,31.2,0.3,8.4,125.4,3.8,53.9,25,17,62,464,61,764,85,Mobile,USA
USR006932,22.3,0.7,6.7,36.1,16.0,56.7,155,1,68,160,69,3377,321,Mobile,Germany
USR006933,14.9,1.7,1.4,8.3,10.8,70.6,512,17,12,104,1,2264,331,Mobile,Japan
USR006934,29.4,0.4,2.3,115.4,0.3,72.4,235,8,78,416,48,3236,277,Tablet,UK
USR006935,103.8,10.6,0.6,41.2,10.4,80.9,249,37,28,132,95,2699,104,Desktop,Japan
USR006936,9.3,4.2,19.1,120.0,9.5,30.1,117,33,25,156,92,2774,209,Mobile,Australia
USR006937,8.2,6.8,4.9,1.7,3.0,72.6,1129,33,27,317,30,49,292,Mobile,Japan
USR006938,73.3,9.6,28.0,8.9,1.6,75.7,469,9,45,58,6,2543,314,Mobile,Australia
USR006939,44.2,0.7,3.9,6.3,7.4,68.2,33,31,26,337,29,2958,331,Desktop,USA
USR006940,32.2,3.1,13.8,132.0,2.4,47.0,263,37,31,151,16,2832,330,Mobile,Brazil
USR006941,15.8,2.9,9.0,31.6,2.5,52.2,159,1,52,198,2,3457,164,Mobile,Germany
USR006942,4.9,0.0,10.8,2.7,2.3,25.0,267,43,95,146,76,1805,157,Desktop,Australia
USR006943,31.6,10.0,19.1,47.7,28.7,80.9,62,23,73,405,26,344,137,Mobile,USA
USR006944,48.9,0.2,2.3,4.1,1.1,29.9,69,35,50,234,50,1241,18,Mobile,Germany
USR006945,12.3,28.5,0.9,255.4,0.8,43.1,458,45,59,206,45,329,291,Mobile,Germany
USR006946,9.1,16.4,7.6,54.0,2.2,58.4,351,17,84,363,18,545,287,Mobile,UK
USR006947,30.7,7.9,15.8,1.1,0.2,51.6,102,36,45,11,85,2423,169,Mobile,Australia
USR006948,3.9,9.7,1.7,55.5,21.8,70.9,555,24,97,171,13,851,193,Tablet,UK
USR006949,275.1,4.3,3.7,14.7,18.1,30.9,237,34,36,145,42,293,86,Mobile,Brazil
USR006950,9.9,1.6,3.0,95.8,9.8,54.0,63,9,97,167,32,481,299,Mobile,Brazil
USR006951,69.8,0.0,3.8,40.8,0.2,77.8,70,49,16,473,44,2632,248,Mobile,USA
USR006952,131.7,4.7,10.5,62.2,8.9,57.5,671,27,49,314,92,554,289,Mobile,UK
USR006953,11.2,2.0,13.1,21.8,8.8,47.4,101,16,97,112,29,76,115,Desktop,Brazil
USR006954,37.2,3.1,3.5,8.5,4.3,88.9,97,47,89,210,21,2555,192,Desktop,Brazil
USR006955,22.2,1.3,0.0,54.7,9.7,83.2,78,29,85,421,30,1884,123,Mobile,Germany
USR006956,35.0,3.0,2.9,0.3,17.7,96.1,103,44,34,174,0,3459,213,Mobile,Germany
USR006957,106.2,2.0,5.1,41.0,9.0,52.1,36,18,23,455,23,1325,290,Desktop,Germany
USR006958,56.6,2.6,20.9,49.8,24.9,84.4,278,12,37,342,84,1927,300,Mobile,Brazil
USR006959,1.3,3.9,2.0,37.2,23.5,98.8,114,9,59,168,88,2748,285,Mobile,Brazil
USR006960,32.9,6.6,1.8,42.1,0.9,94.3,715,17,7,431,85,2784,329,Mobile,UK
USR006961,8.2,5.9,11.5,117.3,8.6,64.4,70,5,27,442,63,1201,127,Mobile,India
USR006962,49.1,0.4,4.2,29.4,16.9,83.5,103,37,68,453,5,349,65,Mobile,Australia
USR006963,24.2,3.1,10.9,2.9,30.8,82.1,69,38,88,276,8,400,80,Desktop,UK
USR006964,5.5,6.9,4.4,30.7,0.1,97.5,172,48,58,326,70,2088,84,Mobile,Germany
USR006965,25.6,1.7,17.7,4.5,5.5,59.6,321,18,80,180,14,3491,359,Mobile,UK
USR006966,40.2,4.4,6.5,66.1,1.1,63.1,5,1,47,22,24,3056,123,Mobile,USA
USR006967,72.3,3.0,6.7,9.3,7.5,88.8,0,4,75,466,3,937,18,Mobile,USA
USR006968,202.5,1.5,0.4,56.4,32.0,80.3,529,33,0,104,6,2097,357,Desktop,USA
USR006969,84.7,11.7,3.2,129.2,0.1,70.2,354,9,67,213,30,414,155,Tablet,India
USR006970,10.2,4.4,2.5,0.6,11.5,73.8,105,19,75,326,76,1139,44,Mobile,India
USR006971,3.5,3.5,1.3,24.0,12.3,71.0,261,27,87,171,62,3432,109,Desktop,India
USR006972,38.7,1.7,2.1,39.0,34.0,46.4,33,9,76,236,61,955,189,Desktop,Japan
USR006973,17.8,3.2,3.5,54.4,9.3,81.2,184,26,37,320,81,2083,320,Mobile,UK
USR006974,77.0,0.3,1.3,66.0,18.9,85.4,132,40,36,16,16,2328,356,Mobile,Japan
USR006975,52.8,15.5,4.2,13.9,0.1,23.1,31,13,0,451,92,1958,84,Mobile,USA
USR006976,48.8,4.1,6.3,33.8,12.2,80.6,58,36,1,140,15,2127,41,Mobile,Japan
USR006977,11.2,5.5,7.4,19.5,2.3,98.1,96,27,96,456,3,3091,27,Desktop,Japan
USR006978,56.0,1.5,1.6,23.7,7.8,80.1,33,3,84,71,60,1981,298,Mobile,USA
USR006979,11.4,0.6,24.1,11.0,11.9,87.4,75,47,23,371,53,1537,12,Tablet,Germany
USR006980,19.6,0.1,6.1,19.4,4.0,35.7,537,43,40,67,63,3247,82,Mobile,Australia
USR006981,59.9,0.6,2.5,214.6,0.9,38.6,87,14,97,72,87,1560,82,Mobile,UK
USR006982,7.7,5.3,17.7,59.8,9.5,29.4,24,16,43,46,90,2648,169,Mobile,Brazil
USR006983,1.0,7.9,0.5,46.9,5.6,93.9,6,14,40,199,65,615,189,Mobile,Germany
USR006984,31.5,6.1,2.1,51.2,5.5,58.6,85,2,50,299,35,2930,142,Mobile,India
USR006985,70.9,0.1,3.6,10.4,8.0,78.0,16,7,63,171,1,1468,72,Desktop,Australia
USR006986,209.6,8.9,19.2,22.3,4.2,85.7,627,47,58,175,40,2981,202,Mobile,Brazil
USR006987,37.3,0.1,6.6,74.0,18.7,55.8,21,0,66,11,24,577,182,Mobile,UK
USR006988,58.5,2.9,22.7,8.0,5.2,54.7,244,26,75,315,34,2207,149,Mobile,USA
USR006989,60.2,5.5,0.6,53.5,8.4,31.3,250,41,97,275,24,3263,142,Mobile,Brazil
USR006990,47.3,10.4,7.0,47.0,12.7,89.0,586,26,12,413,43,2376,229,Mobile,Germany
USR006991,10.2,2.0,0.4,4.4,25.0,92.8,254,37,62,463,70,1057,233,Mobile,Australia
USR006992,5.0,5.2,0.1,1.3,15.7,44.8,172,19,75,269,96,1677,305,Mobile,Japan
USR006993,17.7,5.6,7.1,33.0,16.9,20.7,267,36,40,255,48,3311,355,Mobile,India
USR006994,29.9,11.8,11.2,58.1,10.3,47.2,26,21,25,359,37,237,360,Mobile,Brazil
USR006995,53.5,9.6,6.0,2.9,2.0,57.8,146,1,40,32,45,1092,64,Mobile,India
USR006996,25.1,9.7,1.7,14.2,9.6,46.0,34,10,68,385,47,1588,298,Mobile,Germany
USR006997,9.9,6.3,4.7,37.2,30.5,56.0,201,31,4,499,6,1328,280,Tablet,Japan
USR006998,11.0,4.4,5.4,41.7,8.3,65.7,410,6,70,147,74,611,236,Mobile,Brazil
USR006999,23.4,7.8,13.7,23.1,4.0,67.7,232,43,43,35,20,3562,169,Tablet,India
USR007000,47.7,4.5,1.4,137.5,3.9,30.0,58,7,49,339,84,2997,259,Mobile,UK
USR007001,25.2,11.1,16.6,227.0,39.1,51.7,391,21,33,453,21,2723,166,Mobile,Brazil
USR007002,24.6,2.1,0.3,60.5,8.6,97.1,65,29,24,357,70,2288,298,Desktop,Australia
USR007003,13.7,7.7,0.2,54.5,15.8,84.2,65,23,4,103,11,3356,228,Desktop,Germany
USR007004,93.7,0.2,4.8,6.1,12.6,88.8,229,3,60,119,38,3514,307,Mobile,UK
USR007005,143.8,7.1,6.7,46.6,3.2,48.3,177,6,53,157,35,148,0,Mobile,Australia
USR007006,20.5,5.5,3.8,25.3,8.3,20.3,165,3,32,107,16,2408,149,Mobile,Japan
USR007007,62.7,1.0,3.3,77.9,2.0,42.9,25,10,45,343,61,2814,84,Mobile,Australia
USR007008,59.8,4.6,6.1,236.6,39.8,26.4,144,48,39,168,59,1567,180,Mobile,Japan
USR007009,58.1,4.3,0.3,123.2,41.2,89.8,254,29,94,245,10,2787,238,Mobile,USA
USR007010,1.0,2.8,2.8,107.2,2.1,77.8,83,0,67,408,22,3163,96,Mobile,USA
USR007011,17.7,2.4,4.2,75.2,7.3,25.1,270,49,51,57,81,94,315,Tablet,Australia
USR007012,57.7,7.5,1.8,46.7,6.4,32.8,319,38,89,184,43,993,324,Mobile,Japan
USR007013,44.6,3.1,2.5,20.5,5.4,24.5,157,42,79,338,7,1692,148,Mobile,Germany
USR007014,30.3,17.5,4.7,29.0,7.8,35.6,182,5,10,389,69,210,360,Mobile,Japan
USR007015,2.7,1.9,8.5,6.0,0.9,89.6,191,28,47,328,2,2167,263,Mobile,UK
USR007016,14.3,3.1,13.2,10.7,3.7,71.1,33,44,16,190,11,3578,180,Tablet,USA
USR007017,66.3,16.6,15.1,10.3,1.9,34.8,152,2,91,455,11,1851,311,Mobile,UK
USR007018,3.4,0.9,17.3,32.4,21.4,34.1,109,26,36,293,56,3634,286,Mobile,Japan
USR007019,27.9,0.1,4.6,48.5,23.5,87.4,45,30,77,314,89,2268,275,Mobile,Australia
USR007020,4.2,6.9,7.2,35.4,14.5,47.1,138,2,19,494,72,2549,298,Desktop,Japan
USR007021,87.6,1.6,0.2,6.5,0.9,49.5,395,7,51,267,98,1374,151,Desktop,USA
USR007022,43.1,0.4,0.1,35.0,12.7,65.3,93,44,62,432,49,2530,11,Mobile,UK
USR007023,12.5,7.9,1.3,86.5,4.1,75.8,234,18,36,96,82,3542,321,Mobile,Brazil
USR007024,36.0,13.7,3.0,62.0,14.1,74.8,465,24,1,403,39,388,343,Mobile,India
USR007025,209.4,8.0,3.9,39.1,3.8,39.6,85,39,32,151,9,1415,103,Tablet,UK
USR007026,80.8,7.2,1.8,123.0,1.8,59.4,91,44,21,457,71,2150,80,Desktop,UK
USR007027,78.9,0.4,0.3,3.5,4.5,47.5,147,19,18,147,17,3077,188,Desktop,India
USR007028,39.8,5.8,4.4,6.1,0.3,88.4,91,42,68,285,77,1112,263,Mobile,UK
USR007029,70.0,3.4,0.6,6.4,18.2,68.8,96,5,88,448,55,1772,305,Mobile,Brazil
USR007030,84.5,2.0,3.8,28.2,14.2,82.9,367,20,70,391,46,2882,74,Mobile,Brazil
USR007031,60.4,1.8,7.8,31.1,4.7,89.0,66,10,6,85,45,3111,232,Mobile,Brazil
USR007032,94.2,8.5,14.9,10.7,6.7,89.8,234,20,17,459,11,2161,230,Mobile,India
USR007033,41.1,10.2,9.9,99.2,11.0,65.9,192,6,24,137,90,1319,276,Tablet,India
USR007034,89.3,11.7,1.0,31.7,7.1,88.7,265,36,27,397,19,670,237,Desktop,UK
USR007035,41.1,0.3,0.1,5.5,7.1,86.8,146,7,77,498,69,691,244,Desktop,Japan
USR007036,169.4,0.6,11.5,28.0,11.8,62.0,16,41,71,419,63,679,136,Mobile,Brazil
USR007037,35.0,0.4,6.4,17.8,4.7,60.3,24,20,78,440,8,117,227,Mobile,Germany
USR007038,1.1,4.0,4.8,20.8,6.7,61.3,101,45,87,442,31,551,277,Mobile,Germany
USR007039,29.4,21.2,0.1,50.0,6.0,80.0,176,19,81,287,36,2899,137,Mobile,Japan
USR007040,1.3,2.6,20.4,15.9,0.8,25.3,284,22,29,353,69,1106,245,Mobile,Germany
USR007041,21.7,3.6,6.8,97.2,3.8,43.7,91,42,55,336,59,1062,97,Mobile,UK
USR007042,112.9,1.9,11.1,14.4,3.0,51.9,81,17,46,71,64,2155,92,Desktop,India
USR007043,29.4,5.0,25.6,13.2,14.9,71.0,296,6,82,442,86,3097,157,Desktop,Australia
USR007044,1.2,0.4,6.1,1.9,12.9,91.2,43,18,28,358,5,2596,230,Mobile,USA
USR007045,5.0,2.7,0.0,10.1,18.9,69.5,50,8,37,352,26,718,123,Desktop,USA
USR007046,2.2,1.6,12.0,13.9,29.9,43.4,272,13,80,199,17,3448,224,Desktop,Germany
USR007047,6.6,1.9,6.2,44.0,12.4,51.1,15,45,14,158,30,1777,129,Mobile,USA
USR007048,96.6,5.6,3.3,37.9,13.8,20.1,91,44,67,181,48,2059,109,Mobile,Germany
USR007049,42.8,4.1,3.2,73.4,29.3,60.3,19,6,63,31,14,659,138,Desktop,Brazil
USR007050,44.6,1.7,3.9,132.3,18.7,84.5,0,19,91,347,89,1784,313,Mobile,Brazil
USR007051,26.6,0.3,4.3,13.4,11.6,37.0,294,38,14,202,99,2241,346,Desktop,USA
USR007052,35.6,1.6,13.8,225.9,15.0,68.2,65,20,96,129,53,645,352,Desktop,Germany
USR007053,221.9,9.8,2.0,36.7,9.1,30.3,76,24,79,425,72,1960,141,Mobile,Australia
USR007054,53.2,2.9,2.8,20.7,9.7,66.3,426,0,37,380,35,3441,11,Mobile,Japan
USR007055,187.5,9.6,5.4,33.3,22.5,25.5,148,16,78,166,87,2007,153,Desktop,Japan
USR007056,44.1,6.2,10.1,102.3,13.9,90.8,43,24,52,150,25,3028,210,Desktop,Germany
USR007057,15.5,5.5,15.0,40.9,3.0,88.7,134,12,69,456,66,3066,265,Mobile,Brazil
USR007058,54.4,0.6,0.3,13.0,13.9,70.7,137,38,65,140,29,1868,208,Mobile,India
USR007059,28.0,1.5,19.6,1.9,12.3,77.0,471,29,1,81,15,2261,63,Mobile,Brazil
USR007060,65.1,1.8,12.8,128.6,2.0,63.4,61,40,40,385,16,1165,175,Mobile,India
USR007061,4.1,4.5,4.3,16.4,2.1,24.4,83,21,67,492,44,2271,248,Mobile,Germany
USR007062,23.8,7.8,1.5,19.2,18.1,67.7,276,47,65,7,77,1319,337,Desktop,USA
USR007063,32.6,3.6,5.6,19.4,2.5,61.4,223,30,17,152,18,2986,144,Desktop,Germany
USR007064,17.4,4.4,1.2,52.5,55.6,56.3,138,49,42,315,14,702,96,Desktop,Australia
USR007065,175.5,0.5,18.3,15.8,4.2,88.0,55,41,82,124,68,2424,176,Mobile,Brazil
USR007066,41.6,3.0,1.4,62.9,19.9,37.7,85,1,79,154,98,3366,279,Tablet,UK
USR007067,17.8,1.1,6.6,14.1,0.2,41.2,138,5,80,149,82,3437,39,Desktop,UK
USR007068,165.0,3.5,1.3,21.3,2.8,89.0,263,38,48,61,39,885,358,Mobile,India
USR007069,112.5,14.4,0.2,93.1,12.6,92.0,52,4,39,17,95,1286,349,Mobile,India
USR007070,362.6,0.7,18.8,35.7,8.0,71.9,314,31,41,252,19,1775,192,Desktop,Japan
USR007071,125.1,2.6,2.8,21.5,0.5,43.2,66,3,78,388,65,3399,305,Tablet,UK
USR007072,71.4,3.9,4.3,82.0,23.8,84.1,84,31,0,432,93,1767,217,Mobile,India
USR007073,45.2,15.6,10.5,23.3,20.3,86.7,454,19,87,392,12,607,136,Mobile,Brazil
USR007074,5.2,10.1,5.2,16.9,5.3,61.3,2,38,47,221,42,2829,113,Mobile,Japan
USR007075,265.4,8.8,4.1,18.4,6.9,59.5,313,46,74,80,88,3419,343,Tablet,Germany
USR007076,2.0,15.4,5.3,45.9,11.4,73.4,791,35,99,351,70,2443,192,Desktop,Germany
USR007077,374.8,9.8,0.1,18.0,18.9,72.6,147,12,56,305,49,3075,248,Mobile,UK
USR007078,308.5,0.4,9.4,2.3,3.3,73.2,248,34,37,313,84,3206,129,Mobile,Australia
USR007079,56.4,1.7,3.6,1.3,3.6,77.0,465,29,42,98,22,183,272,Mobile,UK
USR007080,53.4,2.7,3.4,54.0,7.4,90.0,181,17,14,308,20,370,145,Tablet,USA
USR007081,77.9,5.1,0.0,44.2,4.5,20.3,38,19,18,238,94,2969,261,Mobile,UK
USR007082,28.8,5.1,2.7,29.1,0.6,92.4,128,38,60,105,16,430,335,Mobile,Japan
USR007083,133.4,9.4,0.4,44.2,8.3,79.7,3,32,52,169,46,2362,241,Mobile,India
USR007084,30.4,2.1,17.2,15.3,12.9,96.0,222,35,93,485,66,1630,360,Mobile,USA
USR007085,18.9,1.9,16.1,6.3,10.5,32.4,173,29,43,181,51,2917,305,Mobile,UK
USR007086,46.3,0.3,9.3,4.8,23.9,98.5,17,21,15,319,21,1639,108,Mobile,India
USR007087,32.4,1.1,2.7,10.1,12.6,75.5,200,6,93,312,33,3281,139,Mobile,Brazil
USR007088,9.8,5.9,1.1,137.3,6.8,63.6,50,43,8,437,39,3417,328,Mobile,India
USR007089,121.5,9.9,11.7,60.8,15.8,22.8,30,36,49,57,65,3022,319,Mobile,USA
USR007090,113.9,5.4,6.2,98.3,3.7,27.8,133,0,36,185,22,3599,291,Mobile,Japan
USR007091,72.5,1.1,19.3,70.4,0.9,74.0,33,44,58,454,48,3470,271,Desktop,Australia
USR007092,136.5,3.0,2.3,164.0,19.8,26.4,112,12,18,52,67,2006,263,Mobile,Brazil
USR007093,9.1,0.8,6.7,10.6,8.0,99.7,74,6,62,134,33,774,57,Mobile,Brazil
USR007094,30.4,3.1,0.6,17.8,37.6,58.2,10,41,64,467,51,394,83,Mobile,UK
USR007095,79.1,10.6,0.4,80.9,13.5,40.8,31,41,93,334,18,3269,127,Mobile,UK
USR007096,31.4,1.6,15.0,172.1,5.0,79.8,10,26,43,345,0,3340,332,Desktop,Japan
USR007097,91.0,1.6,4.2,76.7,18.7,55.1,49,30,48,180,59,759,115,Desktop,India
USR007098,175.8,19.9,17.4,4.1,55.4,61.5,216,15,68,100,52,1839,248,Mobile,Japan
USR007099,182.6,3.9,8.8,69.4,0.7,32.0,492,4,24,430,41,3239,238,Mobile,Japan
USR007100,13.5,2.3,3.0,27.7,7.9,51.5,113,45,76,482,26,2149,92,Mobile,USA
USR007101,6.1,4.2,3.9,48.3,1.9,45.4,108,15,75,181,83,2909,146,Mobile,Brazil
USR007102,18.8,5.6,5.6,32.1,19.0,72.6,68,11,98,315,23,951,213,Mobile,Germany
USR007103,29.2,0.2,0.1,32.5,2.8,32.9,163,49,19,435,42,1384,42,Mobile,UK
USR007104,141.2,2.7,9.3,50.6,3.0,33.3,506,10,49,142,51,705,334,Desktop,USA
USR007105,90.7,3.4,2.5,0.5,6.6,97.2,45,30,2,407,25,2213,87,Mobile,Japan
USR007106,5.0,0.9,8.5,8.8,3.2,28.7,76,34,67,191,29,475,309,Mobile,Brazil
USR007107,15.2,4.8,8.9,48.7,6.3,55.0,444,44,42,495,22,2785,61,Mobile,Japan
USR007108,24.8,3.4,20.0,15.4,14.0,63.3,400,48,14,267,45,2754,144,Tablet,USA
USR007109,13.3,3.7,10.9,15.0,0.5,31.2,252,49,36,414,11,3094,354,Mobile,UK
USR007110,140.7,4.3,7.2,29.3,8.6,99.8,131,15,59,15,60,2790,349,Desktop,Japan
USR007111,9.0,2.2,3.5,34.8,1.4,86.6,233,23,21,470,59,636,92,Mobile,USA
USR007112,12.8,20.9,5.6,3.0,1.3,30.0,100,44,8,127,1,1979,267,Mobile,Japan
USR007113,3.3,5.7,1.0,42.5,25.0,34.3,62,6,91,377,87,1416,80,Desktop,USA
USR007114,96.8,4.0,0.6,77.9,9.4,93.6,7,38,40,69,29,360,13,Mobile,UK
USR007115,18.3,4.0,4.2,24.6,6.4,72.8,770,20,39,60,62,1679,205,Mobile,Japan
USR007116,92.9,5.9,10.4,70.8,18.2,44.4,65,19,14,392,44,3101,321,Mobile,Brazil
USR007117,121.1,10.1,10.3,37.0,1.5,56.4,344,42,43,369,33,805,217,Desktop,USA
USR007118,30.9,9.2,3.3,0.6,0.2,43.2,71,19,53,14,32,2968,304,Mobile,Brazil
USR007119,37.6,0.8,7.1,19.1,13.0,86.1,440,42,17,370,24,2198,43,Mobile,Australia
USR007120,105.5,0.3,8.9,112.3,6.2,46.6,140,27,12,283,37,1255,226,Desktop,UK
USR007121,3.3,9.5,10.5,18.2,13.5,97.1,122,41,16,31,87,136,288,Mobile,India
USR007122,10.7,0.8,19.0,55.1,12.2,75.5,179,43,4,298,45,3206,132,Mobile,India
USR007123,74.7,3.5,9.8,96.0,12.8,27.6,99,0,8,241,84,2135,344,Desktop,Brazil
USR007124,22.9,6.5,11.0,4.7,2.7,80.2,231,32,65,171,84,788,189,Mobile,Germany
USR007125,64.5,0.4,0.2,49.5,14.1,72.4,21,31,85,178,20,699,297,Mobile,USA
USR007126,128.2,1.9,10.6,43.9,8.0,66.9,522,24,24,320,62,244,80,Desktop,Japan
USR007127,19.9,7.5,21.4,22.1,3.6,57.5,30,2,0,463,42,3135,200,Tablet,Germany
USR007128,18.7,5.2,5.5,47.0,18.6,81.4,448,2,83,21,72,2437,222,Mobile,India
USR007129,67.4,17.0,3.1,65.2,4.8,35.6,136,8,67,359,70,2029,303,Mobile,Japan
USR007130,55.5,4.6,4.0,4.0,4.6,48.0,233,32,12,368,93,2354,152,Desktop,Australia
USR007131,59.6,3.9,0.5,149.6,9.9,75.9,496,39,95,1,76,3178,14,Desktop,UK
USR007132,4.2,3.8,2.2,67.0,5.7,80.0,77,29,33,308,36,195,74,Mobile,UK
USR007133,18.9,0.2,4.2,2.9,9.6,93.5,199,17,25,200,29,2166,187,Tablet,Australia
USR007134,5.4,0.8,7.9,32.5,3.6,20.1,344,2,68,156,59,1508,311,Desktop,Australia
USR007135,77.6,10.4,5.5,43.2,2.2,55.8,25,30,47,291,45,392,288,Desktop,Brazil
USR007136,25.4,13.8,7.8,0.7,18.9,80.0,66,43,58,31,40,970,313,Mobile,Australia
USR007137,74.6,1.8,8.6,4.8,2.7,73.2,63,2,27,166,3,1120,64,Desktop,Japan
USR007138,42.1,5.6,26.8,54.9,2.7,27.0,16,35,29,278,61,595,169,Desktop,Australia
USR007139,25.1,3.9,3.9,1.0,16.3,30.3,97,38,4,31,46,121,99,Mobile,Brazil
USR007140,12.7,2.6,3.2,44.3,0.9,71.9,642,10,7,494,15,409,340,Tablet,Australia
