temperature_celsius,rainfall_mm,soil_type,crop_variety,season,irrigation_type,region,fertilizer_kg_per_acre,sunlight_hours,crop_yield_ton_per_acre
27.43,1171.0,Silty,Wheat,Zaid,Drip,North,142.24,11.43,14.608
32.93,352.64,Silty,Maize,Kharif,Sprinkler,Central,136.0,9.18,9.201
26.32,1377.26,Loamy,Barley,Zaid,Rainfed,East,175.5,11.31,14.927
31.53,614.01,Silty,Sorghum,Kharif,Sprinkler,Central,183.53,5.55,10.458
19.94,549.75,Clay,Rice,Kharif,Sprinkler,South,99.37,7.77,8.683
23.03,1031.03,Silty,Wheat,Kharif,Flood,East,10.23,10.41,9.671
23.32,839.16,Silty,Wheat,Rabi,Sprinkler,North,106.02,8.17,11.549
27.74,1126.45,Sandy,Rice,Zaid,Flood,West,95.31,7.63,11.623
37.92,1479.82,Loamy,Wheat,Kharif,Flood,Central,40.31,5.17,12.613
33.12,1499.57,Clay,Maize,Rabi,Drip,Central,129.4,6.88,13.759
39.77,801.31,Clay,Maize,Kharif,Rainfed,East,97.93,6.31,10.352
22.2,1032.72,Sandy,Rice,Zaid,Rainfed,East,21.64,8.64,9.444
19.39,1239.45,Sandy,Barley,Kharif,Sprinkler,West,140.43,5.74,13.053
37.47,864.03,Loamy,Wheat,Kharif,Drip,East,52.69,4.83,8.917
20.0,1317.22,Sandy,Rice,Rabi,Drip,East,16.77,6.46,9.492
17.2,708.67,Silty,Rice,Rabi,Flood,East,62.21,4.25,8.069
31.83,1150.95,Clay,Wheat,Kharif,Flood,East,124.67,5.43,10.609
37.24,288.01,Silty,Barley,Kharif,Drip,West,46.17,10.12,8.234
34.02,1438.31,Loamy,Maize,Zaid,Flood,South,136.96,11.89,16.353
34.72,597.8,Sandy,Wheat,Kharif,Flood,North,44.22,5.65,8.407
39.62,783.52,Silty,Rice,Rabi,Sprinkler,Central,190.56,6.66,12.28
29.38,1055.25,Loamy,Barley,Kharif,Flood,East,173.0,6.46,13.578
38.93,550.42,Clay,Barley,Kharif,Flood,West,62.84,11.26,8.981
22.06,228.42,Silty,Wheat,Kharif,Sprinkler,Central,194.4,10.88,11.68
23.12,399.06,Sandy,Rice,Zaid,Flood,North,197.69,5.27,8.816
16.79,1276.18,Loamy,Wheat,Zaid,Rainfed,South,189.86,8.14,13.03
24.19,1034.78,Loamy,Wheat,Rabi,Sprinkler,East,128.35,10.82,13.739
31.59,1472.35,Silty,Barley,Rabi,Sprinkler,West,32.19,8.21,11.447
32.08,1434.99,Silty,Rice,Kharif,Flood,Central,192.09,11.66,16.081
33.98,986.62,Silty,Sorghum,Zaid,Flood,East,37.08,11.06,10.089
24.94,788.26,Silty,Wheat,Zaid,Rainfed,Central,52.97,4.75,8.497
25.06,945.8,Clay,Sorghum,Kharif,Flood,Central,112.01,6.71,10.922
33.25,1420.08,Loamy,Wheat,Rabi,Drip,Central,155.8,9.13,14.543
17.94,644.05,Loamy,Maize,Rabi,Flood,West,181.87,7.02,11.354
36.61,655.59,Clay,Barley,Kharif,Drip,Central,22.95,11.55,9.617
22.06,1049.08,Loamy,Barley,Rabi,Drip,East,17.08,5.57,9.151
19.84,901.8,Silty,Wheat,Zaid,Flood,West,17.26,10.68,9.328
26.3,1012.78,Loamy,Sorghum,Kharif,Sprinkler,East,88.85,11.19,12.817
36.18,917.68,Sandy,Rice,Kharif,Drip,South,181.02,8.14,11.36
32.96,1007.64,Loamy,Maize,Zaid,Rainfed,East,14.58,8.42,9.671
19.21,264.13,Loamy,Barley,Zaid,Flood,East,160.21,7.48,8.952
18.76,956.7,Silty,Maize,Kharif,Rainfed,South,12.81,9.03,9.005
30.71,1266.49,Silty,Rice,Zaid,Rainfed,West,19.99,11.21,11.746
21.72,1307.54,Sandy,Rice,Kharif,Flood,Central,199.83,5.29,13.823
27.75,885.02,Sandy,Barley,Zaid,Flood,South,85.52,4.53,11.341
33.89,461.83,Sandy,Rice,Kharif,Flood,West,178.66,7.44,11.391
24.18,1351.37,Silty,Maize,Rabi,Rainfed,East,52.33,7.03,10.307
24.1,507.43,Peaty,Wheat,Kharif,Flood,South,178.6,8.81,10.217
19.43,611.83,Sandy,Rice,Kharif,Drip,East,42.21,5.93,7.44
26.92,546.29,Silty,Wheat,Rabi,Rainfed,Central,62.09,8.83,9.274
20.37,1453.58,Loamy,Sorghum,Rabi,Drip,North,26.54,11.94,12.061
24.02,1243.12,Peaty,Wheat,Zaid,Rainfed,South,149.83,5.72,12.515
37.77,1179.02,Loamy,Wheat,Zaid,Drip,South,111.34,9.08,12.331
35.61,347.12,Peaty,Wheat,Rabi,Flood,Central,11.18,4.41,5.276
18.86,632.95,Loamy,Wheat,Kharif,Sprinkler,Central,71.26,7.97,8.589
28.21,769.88,Sandy,Barley,Rabi,Drip,East,114.87,4.07,10.466
37.6,1289.62,Silty,Maize,Rabi,Drip,Central,21.72,4.82,9.577
35.7,219.56,Sandy,Wheat,Rabi,Drip,Central,176.34,11.03,10.335
32.48,1038.79,Silty,Maize,Kharif,Rainfed,South,180.51,10.88,14.804
30.52,569.14,Loamy,Barley,Kharif,Drip,North,189.91,8.63,12.013
24.59,675.34,Sandy,Wheat,Kharif,Flood,South,77.92,11.05,10.297
30.23,1394.64,Loamy,Maize,Kharif,Drip,West,32.41,6.03,12.446
30.03,430.86,Peaty,Rice,Kharif,Drip,South,43.51,10.05,8.481
35.42,1124.76,Sandy,Rice,Zaid,Drip,North,159.42,7.51,13.431
34.37,479.19,Clay,Sorghum,Kharif,Flood,North,101.36,5.51,9.115
35.76,380.66,Peaty,Sorghum,Kharif,Flood,East,30.77,4.94,7.711
17.49,874.67,Clay,Sorghum,Rabi,Rainfed,Central,155.02,11.67,15.204
39.55,1311.41,Sandy,Rice,Kharif,Flood,East,95.14,6.85,12.133
33.14,739.41,Loamy,Barley,Kharif,Flood,East,155.77,9.09,13.119
36.35,373.68,Silty,Barley,Rabi,Drip,Central,104.47,10.8,10.557
24.04,1248.17,Peaty,Barley,Kharif,Drip,North,15.15,4.77,8.235
39.35,596.69,Clay,Maize,Kharif,Rainfed,West,195.97,8.18,12.144
34.85,1189.87,Sandy,Barley,Rabi,Rainfed,North,82.06,10.19,12.615
23.26,1319.06,Peaty,Sorghum,Rabi,Flood,East,110.4,8.04,12.491
15.9,1242.33,Loamy,Wheat,Zaid,Sprinkler,West,195.83,10.56,13.533
24.13,556.4,Silty,Wheat,Rabi,Rainfed,South,100.24,8.13,9.863
32.21,555.73,Sandy,Rice,Rabi,Flood,Central,149.92,10.54,11.326
36.07,957.66,Sandy,Barley,Rabi,Drip,Central,121.5,6.63,11.11
25.78,1438.78,Silty,Maize,Zaid,Sprinkler,South,78.7,7.97,12.397
15.17,621.87,Sandy,Maize,Kharif,Flood,North,20.89,9.98,8.769
25.58,364.75,Sandy,Rice,Zaid,Flood,South,42.6,8.26,7.489
24.32,252.93,Sandy,Rice,Rabi,Rainfed,East,14.52,5.26,6.342
33.98,1338.02,Sandy,Maize,Kharif,Sprinkler,East,150.69,5.04,13.857
17.6,1264.13,Clay,Maize,Kharif,Drip,Central,39.31,4.57,9.988
19.62,1332.43,Sandy,Sorghum,Rabi,Flood,West,60.78,6.32,11.745
29.8,1035.54,Clay,Wheat,Rabi,Flood,North,57.31,7.86,12.455
31.45,927.88,Loamy,Maize,Rabi,Flood,South,87.57,4.82,8.825
16.58,1383.55,Loamy,Maize,Rabi,Drip,South,30.76,6.45,11.277
21.32,402.59,Loamy,Maize,Zaid,Sprinkler,East,133.08,7.62,8.766
34.13,260.68,Clay,Rice,Kharif,Drip,South,83.86,10.62,9.23
21.98,713.89,Loamy,Maize,Rabi,Flood,North,54.14,6.99,8.75
23.76,789.64,Silty,Barley,Kharif,Flood,East,74.59,10.57,9.376
38.93,707.72,Clay,Wheat,Rabi,Flood,South,164.85,6.9,12.19
23.06,393.11,Loamy,Barley,Rabi,Flood,North,127.28,8.1,8.336
24.76,1083.92,Peaty,Wheat,Zaid,Rainfed,East,104.79,9.53,11.496
36.92,893.53,Silty,Barley,Zaid,Sprinkler,Central,54.41,5.65,10.398
28.01,526.19,Loamy,Rice,Kharif,Flood,North,169.36,8.55,11.472
37.71,1030.43,Sandy,Rice,Rabi,Drip,South,20.97,7.72,11.098
19.26,433.26,Clay,Rice,Rabi,Flood,West,26.4,8.56,7.549
28.8,1190.25,Clay,Wheat,Kharif,Flood,West,44.47,5.95,10.283
26.7,649.85,Sandy,Wheat,Rabi,Sprinkler,Central,58.05,5.31,8.576
33.56,397.26,Loamy,Maize,Rabi,Rainfed,North,96.04,6.36,8.697
31.34,714.08,Loamy,Maize,Kharif,Drip,North,128.12,10.27,12.042
34.52,1357.29,Clay,Rice,Rabi,Sprinkler,East,63.16,4.13,11.888
16.94,1111.67,Loamy,Sorghum,Kharif,Sprinkler,Central,71.45,7.05,10.621
38.32,254.71,Loamy,Wheat,Kharif,Flood,Central,22.45,6.67,6.615
17.76,761.01,Silty,Rice,Kharif,Rainfed,West,96.87,9.27,9.123
22.26,1420.48,Peaty,Rice,Kharif,Rainfed,Central,24.69,5.87,10.808
21.03,893.78,Peaty,Rice,Rabi,Rainfed,South,150.17,4.79,9.86
35.17,243.82,Loamy,Maize,Rabi,Drip,East,66.42,7.9,7.324
21.15,840.03,Silty,Rice,Rabi,Flood,West,180.66,5.43,11.507
21.21,1159.83,Loamy,Wheat,Kharif,Sprinkler,West,139.85,7.35,12.452
34.78,1086.23,Clay,Rice,Zaid,Drip,East,190.4,5.97,12.851
16.14,1038.67,Clay,Barley,Zaid,Flood,North,56.36,4.16,9.991
21.52,1295.92,Loamy,Maize,Kharif,Drip,East,53.68,9.72,10.443
20.45,350.78,Loamy,Wheat,Zaid,Sprinkler,Central,108.22,4.79,6.516
37.03,910.28,Loamy,Sorghum,Zaid,Sprinkler,North,98.96,6.81,11.255
37.6,1220.14,Loamy,Wheat,Rabi,Flood,Central,121.43,5.98,13.14
27.75,1041.77,Loamy,Rice,Kharif,Drip,Central,13.2,7.04,10.269
35.12,1319.35,Loamy,Rice,Zaid,Flood,Central,42.44,4.92,11.863
30.62,685.65,Silty,Barley,Kharif,Rainfed,Central,36.32,8.52,8.882
35.94,488.69,Clay,Barley,Zaid,Drip,West,97.57,9.14,11.461
16.45,1116.78,Loamy,Maize,Zaid,Flood,South,30.6,5.97,8.646
22.93,787.93,Sandy,Sorghum,Kharif,Rainfed,North,28.68,9.85,9.953
29.67,586.34,Loamy,Rice,Rabi,Flood,East,32.09,5.74,7.19
18.55,569.27,Sandy,Maize,Kharif,Sprinkler,East,92.43,11.82,10.574
15.08,1230.88,Clay,Rice,Rabi,Rainfed,South,34.71,4.31,9.087
28.92,1248.49,Silty,Wheat,Kharif,Sprinkler,West,32.0,9.83,11.096
38.71,379.29,Loamy,Maize,Zaid,Rainfed,Central,190.77,10.8,13.48
24.13,842.16,Silty,Sorghum,Rabi,Flood,Central,46.01,5.27,7.029
20.55,864.3,Clay,Wheat,Kharif,Drip,Central,181.42,10.05,13.439
24.42,821.24,Clay,Barley,Kharif,Drip,East,31.6,5.22,7.664
22.74,1241.59,Clay,Maize,Kharif,Flood,East,20.43,6.95,9.899
25.77,391.61,Silty,Sorghum,Kharif,Drip,East,180.12,8.45,11.012
34.42,285.0,Loamy,Wheat,Zaid,Drip,East,158.3,6.43,10.247
28.32,348.65,Silty,Rice,Kharif,Flood,South,117.6,11.18,11.775
35.86,1454.49,Clay,Sorghum,Rabi,Flood,Central,75.75,5.65,12.352
22.95,1492.11,Silty,Maize,Zaid,Sprinkler,East,26.41,8.38,11.275
39.61,462.41,Clay,Wheat,Rabi,Rainfed,West,44.27,9.34,8.182
23.02,620.89,Peaty,Barley,Kharif,Rainfed,West,29.85,11.91,9.015
26.83,1222.1,Loamy,Rice,Rabi,Sprinkler,East,27.3,11.29,10.835
32.3,683.71,Peaty,Sorghum,Kharif,Sprinkler,North,154.62,11.34,12.317
36.05,977.27,Loamy,Rice,Rabi,Flood,Central,153.96,10.98,14.52
33.62,889.64,Loamy,Maize,Zaid,Drip,Central,127.06,9.76,11.785
29.0,626.17,Clay,Rice,Kharif,Drip,Central,120.14,8.46,10.58
33.93,382.67,Loamy,Maize,Rabi,Drip,North,80.49,5.68,8.798
21.08,1371.04,Silty,Maize,Kharif,Rainfed,West,71.45,6.61,11.705
19.68,826.69,Loamy,Wheat,Rabi,Drip,North,30.17,4.01,6.842
25.42,1174.86,Loamy,Wheat,Kharif,Drip,East,134.68,6.4,12.334
17.94,258.44,Silty,Rice,Kharif,Flood,West,81.65,5.24,7.59
34.55,530.0,Loamy,Maize,Rabi,Drip,East,190.21,6.67,11.556
35.22,1467.6,Loamy,Rice,Zaid,Rainfed,South,81.52,6.13,12.924
35.17,652.22,Loamy,Sorghum,Kharif,Drip,North,198.27,5.09,11.368
19.84,1115.74,Loamy,Barley,Rabi,Rainfed,South,112.77,9.18,12.371
37.15,296.48,Silty,Rice,Rabi,Sprinkler,South,76.27,4.22,7.149
15.99,802.36,Silty,Wheat,Kharif,Sprinkler,Central,198.4,6.92,11.107
27.17,1150.32,Silty,Rice,Kharif,Drip,North,157.64,5.97,13.721
21.48,512.43,Clay,Barley,Kharif,Flood,West,127.73,5.14,7.923
38.21,1464.81,Sandy,Rice,Rabi,Flood,North,97.34,8.09,13.734
20.06,778.16,Loamy,Maize,Zaid,Sprinkler,South,143.04,10.62,11.125
26.67,1082.6,Loamy,Barley,Zaid,Flood,East,15.77,8.13,9.078
35.78,1193.34,Peaty,Rice,Kharif,Rainfed,South,146.07,8.15,14.45
35.28,934.23,Peaty,Wheat,Kharif,Flood,West,12.86,7.2,8.925
24.73,1008.08,Silty,Rice,Rabi,Sprinkler,Central,46.47,4.94,10.798
37.56,1312.72,Loamy,Rice,Rabi,Flood,Central,142.68,9.07,14.49
35.12,291.98,Silty,Wheat,Kharif,Sprinkler,East,66.23,11.74,8.628
27.82,270.1,Silty,Rice,Rabi,Drip,East,121.47,5.52,7.79
35.6,1027.08,Clay,Barley,Kharif,Flood,Central,189.2,7.99,13.506
36.9,1372.89,Sandy,Sorghum,Zaid,Flood,South,87.14,5.5,12.015
39.48,978.3,Clay,Barley,Rabi,Flood,West,130.21,9.05,13.164
28.76,1261.68,Loamy,Maize,Kharif,Flood,East,109.3,6.21,11.858
23.82,1365.2,Peaty,Rice,Zaid,Drip,North,72.22,4.47,11.727
25.59,213.95,Clay,Barley,Kharif,Sprinkler,Central,28.39,4.33,5.213
31.55,548.42,Clay,Barley,Kharif,Drip,East,115.79,11.85,11.022
17.31,369.83,Sandy,Wheat,Rabi,Flood,Central,78.45,8.94,8.303
18.46,981.06,Silty,Rice,Kharif,Flood,Central,59.35,6.49,8.857
26.53,366.04,Sandy,Maize,Rabi,Sprinkler,Central,30.51,7.99,6.404
30.1,670.15,Clay,Barley,Rabi,Rainfed,West,159.59,8.21,11.616
36.36,932.47,Sandy,Rice,Kharif,Drip,South,19.0,4.77,9.796
18.08,1021.83,Sandy,Wheat,Kharif,Flood,West,138.81,11.53,12.249
32.41,795.6,Sandy,Barley,Zaid,Sprinkler,North,82.79,11.86,11.553
32.92,395.53,Loamy,Maize,Kharif,Rainfed,East,177.08,7.33,11.776
21.32,1097.11,Loamy,Wheat,Kharif,Rainfed,West,48.94,5.25,9.54
34.37,1335.73,Sandy,Rice,Zaid,Drip,West,88.46,10.31,13.416
15.29,724.41,Loamy,Rice,Kharif,Flood,North,61.81,5.43,7.563
34.39,837.75,Clay,Wheat,Zaid,Flood,South,141.32,5.94,11.834
21.88,665.65,Peaty,Barley,Rabi,Flood,West,124.01,10.2,11.075
30.84,1137.98,Clay,Wheat,Kharif,Rainfed,North,70.3,9.26,11.033
19.25,231.22,Loamy,Wheat,Rabi,Rainfed,West,148.45,6.83,9.025
36.89,567.47,Peaty,Rice,Kharif,Sprinkler,East,46.96,4.56,8.226
18.34,1093.32,Sandy,Rice,Kharif,Flood,South,24.9,9.95,10.839
28.19,1123.96,Sandy,Sorghum,Rabi,Flood,Central,118.57,9.0,12.509
22.78,563.43,Silty,Sorghum,Rabi,Rainfed,North,61.29,8.46,9.224
25.57,1461.08,Loamy,Rice,Kharif,Sprinkler,East,170.58,6.29,14.67
28.3,571.94,Sandy,Wheat,Rabi,Rainfed,Central,93.32,6.3,8.843
32.97,298.93,Loamy,Wheat,Rabi,Flood,West,123.21,7.72,9.174
32.04,293.82,Silty,Barley,Zaid,Flood,South,188.85,6.91,10.437
17.45,1153.95,Loamy,Sorghum,Kharif,Flood,Central,166.56,9.28,12.615
34.1,256.66,Sandy,Wheat,Rabi,Sprinkler,West,61.34,8.76,7.432
27.52,611.63,Loamy,Wheat,Rabi,Flood,North,89.63,9.04,8.413
38.7,962.58,Peaty,Sorghum,Rabi,Sprinkler,Central,86.58,10.84,12.458
16.12,1062.88,Clay,Rice,Rabi,Sprinkler,South,148.82,5.66,10.529
34.97,607.96,Loamy,Sorghum,Kharif,Rainfed,West,189.53,9.31,12.196
23.99,611.5,Loamy,Barley,Kharif,Flood,West,112.89,11.12,9.895
26.97,1329.2,Loamy,Wheat,Rabi,Rainfed,West,102.94,10.43,14.311
19.95,1109.44,Clay,Wheat,Zaid,Sprinkler,South,76.96,7.98,12.845
15.5,673.93,Sandy,Barley,Zaid,Sprinkler,East,167.53,6.93,11.903
15.26,837.82,Sandy,Maize,Rabi,Flood,North,169.19,11.31,12.624
23.0,701.55,Silty,Sorghum,Zaid,Flood,North,70.93,9.42,10.468
38.2,1016.35,Sandy,Wheat,Rabi,Sprinkler,West,23.72,6.16,10.471
29.27,257.34,Sandy,Rice,Rabi,Drip,North,197.22,8.95,11.59
36.98,891.03,Silty,Maize,Kharif,Drip,East,54.45,4.08,7.967
20.51,491.02,Clay,Rice,Rabi,Sprinkler,South,193.47,7.26,12.226
19.07,642.37,Sandy,Barley,Kharif,Rainfed,East,69.87,11.27,9.204
27.59,1132.03,Loamy,Barley,Kharif,Flood,West,93.99,9.18,10.785
35.5,507.13,Sandy,Barley,Rabi,Sprinkler,North,82.13,9.55,8.561
20.97,865.18,Loamy,Wheat,Kharif,Rainfed,Central,199.02,9.78,13.616
26.21,1116.62,Loamy,Sorghum,Rabi,Sprinkler,North,11.11,4.12,8.625
24.11,481.78,Clay,Rice,Rabi,Rainfed,North,130.46,7.74,9.275
22.34,266.4,Clay,Barley,Rabi,Rainfed,Central,31.31,9.77,7.243
34.63,1344.39,Silty,Rice,Kharif,Sprinkler,West,85.84,5.23,13.071
31.34,1144.89,Loamy,Maize,Rabi,Sprinkler,South,56.96,7.16,11.523
31.22,588.01,Clay,Rice,Zaid,Sprinkler,West,98.56,8.62,11.447
26.32,1292.98,Clay,Maize,Kharif,Flood,North,65.48,7.0,11.432
34.82,736.59,Loamy,Wheat,Rabi,Sprinkler,North,117.59,6.94,11.518
37.34,1360.67,Silty,Rice,Kharif,Rainfed,East,173.68,7.69,14.859
17.49,786.15,Sandy,Rice,Zaid,Rainfed,South,81.78,9.47,11.183
30.74,841.06,Peaty,Wheat,Kharif,Flood,West,198.37,4.33,11.086
38.32,485.49,Clay,Barley,Rabi,Flood,West,53.24,9.87,10.428
34.34,832.64,Loamy,Wheat,Kharif,Drip,South,110.5,4.84,12.427
17.91,1232.61,Loamy,Rice,Rabi,Drip,North,126.57,7.28,11.993
38.08,1322.06,Loamy,Rice,Kharif,Flood,West,48.59,10.46,12.981
29.24,842.4,Sandy,Wheat,Rabi,Drip,South,120.75,10.92,11.234
36.92,409.31,Sandy,Sorghum,Rabi,Flood,North,105.47,7.07,9.221
17.28,365.79,Loamy,Rice,Rabi,Drip,East,143.01,6.47,8.462
19.41,508.78,Silty,Wheat,Kharif,Rainfed,East,165.56,10.79,10.855
22.03,1167.59,Loamy,Wheat,Kharif,Flood,South,172.02,11.71,14.882
29.88,1340.75,Sandy,Barley,Zaid,Sprinkler,North,153.14,8.4,13.919
31.09,1460.29,Loamy,Rice,Rabi,Sprinkler,Central,16.6,7.99,11.925
21.68,374.9,Peaty,Rice,Kharif,Rainfed,East,141.23,9.36,10.78
37.21,579.82,Sandy,Maize,Zaid,Drip,Central,170.11,11.18,12.042
36.33,757.56,Clay,Sorghum,Kharif,Flood,North,178.55,8.97,13.764
32.88,511.85,Silty,Wheat,Kharif,Rainfed,Central,41.47,4.78,6.688
15.91,1005.66,Clay,Wheat,Kharif,Sprinkler,South,118.25,4.2,8.668
26.55,785.16,Silty,Wheat,Kharif,Drip,South,195.93,8.21,12.016
34.72,264.83,Loamy,Barley,Kharif,Flood,North,165.84,10.98,10.337
37.81,1155.2,Peaty,Maize,Zaid,Rainfed,West,165.71,7.81,13.603
37.99,1323.75,Sandy,Barley,Kharif,Sprinkler,North,156.67,9.38,15.95
25.64,1292.64,Silty,Wheat,Kharif,Rainfed,South,158.68,4.95,11.747
15.3,466.62,Clay,Wheat,Rabi,Sprinkler,Central,190.14,8.15,9.07
19.36,1143.05,Silty,Rice,Kharif,Flood,South,81.04,4.44,10.508
24.09,882.25,Sandy,Maize,Kharif,Sprinkler,North,31.3,11.13,11.765
32.22,355.29,Loamy,Barley,Kharif,Drip,North,11.56,7.6,5.942
23.78,1250.9,Silty,Maize,Rabi,Rainfed,East,33.02,5.29,9.864
35.77,782.44,Loamy,Rice,Kharif,Sprinkler,South,156.28,11.37,13.121
21.93,457.27,Loamy,Wheat,Zaid,Sprinkler,South,198.91,4.58,8.08
29.95,680.81,Sandy,Rice,Zaid,Rainfed,South,72.35,10.24,10.769
21.39,751.51,Silty,Wheat,Rabi,Sprinkler,West,23.5,4.11,7.645
25.82,1423.14,Loamy,Sorghum,Zaid,Flood,West,41.58,9.71,12.043
35.49,1375.9,Sandy,Sorghum,Rabi,Sprinkler,South,117.96,8.62,13.893
30.33,1168.06,Sandy,Maize,Kharif,Flood,East,56.28,11.47,10.664
36.16,553.01,Silty,Sorghum,Rabi,Rainfed,South,99.91,4.17,8.525
27.31,1367.98,Clay,Maize,Zaid,Flood,West,115.3,7.09,13.012
30.23,218.67,Sandy,Rice,Rabi,Flood,Central,176.57,5.41,8.273
17.93,799.37,Silty,Barley,Kharif,Sprinkler,Central,29.88,9.72,8.564
25.85,1359.48,Loamy,Rice,Kharif,Drip,West,146.96,9.81,14.545
38.2,637.68,Loamy,Sorghum,Rabi,Rainfed,North,171.69,11.14,14.265
26.72,450.26,Clay,Maize,Zaid,Drip,West,187.89,10.3,12.674
33.62,952.54,Clay,Barley,Rabi,Drip,West,73.7,11.89,13.009
24.41,529.22,Loamy,Barley,Zaid,Drip,North,108.99,4.58,8.726
33.19,502.8,Loamy,Maize,Zaid,Rainfed,South,51.17,5.29,7.558
17.47,1266.01,Sandy,Maize,Kharif,Drip,North,30.13,10.21,10.188
17.37,484.52,Peaty,Wheat,Zaid,Drip,South,11.92,8.53,6.981
17.01,344.11,Loamy,Rice,Rabi,Flood,East,127.86,10.06,8.252
25.03,1020.86,Loamy,Rice,Kharif,Flood,West,46.92,10.78,10.53
34.22,353.03,Silty,Rice,Kharif,Drip,West,78.8,6.48,7.952
15.34,653.07,Sandy,Rice,Zaid,Flood,Central,118.54,5.57,8.946
39.65,495.51,Silty,Maize,Zaid,Flood,East,154.61,4.5,9.864
19.39,596.38,Sandy,Maize,Rabi,Drip,North,20.79,5.7,7.341
36.66,1222.24,Clay,Wheat,Zaid,Sprinkler,West,134.8,9.46,14.157
19.25,1305.36,Peaty,Wheat,Zaid,Sprinkler,North,107.3,10.09,12.068
37.4,1041.02,Loamy,Sorghum,Kharif,Drip,East,132.91,4.5,10.316
34.11,267.52,Peaty,Maize,Rabi,Sprinkler,West,176.54,5.61,9.604
19.92,427.88,Clay,Wheat,Kharif,Rainfed,North,190.18,12.0,10.189
26.09,1246.68,Clay,Rice,Zaid,Flood,North,139.52,10.34,12.975
24.5,1128.77,Loamy,Rice,Kharif,Rainfed,Central,68.78,4.07,8.785
39.36,1340.15,Silty,Rice,Zaid,Drip,East,164.65,9.25,14.952
24.9,971.98,Clay,Wheat,Rabi,Drip,East,20.43,4.78,8.32
21.45,408.66,Loamy,Sorghum,Kharif,Rainfed,West,75.79,9.44,8.71
23.66,832.67,Silty,Wheat,Zaid,Drip,West,129.65,10.28,12.345
29.58,285.62,Sandy,Barley,Rabi,Flood,West,107.15,4.23,7.274
32.89,572.65,Loamy,Wheat,Rabi,Flood,East,159.34,6.53,10.987
30.6,923.81,Peaty,Wheat,Kharif,Flood,East,81.56,9.38,11.761
38.28,532.4,Loamy,Wheat,Rabi,Flood,South,151.19,4.52,10.724
30.02,543.84,Loamy,Sorghum,Zaid,Flood,Central,73.61,7.3,6.827
35.64,1017.52,Loamy,Rice,Rabi,Drip,North,136.04,8.74,11.91
27.83,678.69,Silty,Maize,Kharif,Drip,West,83.26,7.45,10.304
19.05,409.17,Sandy,Maize,Kharif,Drip,South,43.04,8.82,8.56
23.24,1433.96,Loamy,Barley,Zaid,Drip,North,56.89,6.43,10.155
30.3,1267.5,Sandy,Wheat,Rabi,Drip,North,80.22,11.59,12.885
29.78,1224.04,Sandy,Rice,Rabi,Drip,West,53.0,8.09,11.175
16.16,661.49,Silty,Sorghum,Zaid,Flood,West,66.95,7.91,8.309
16.04,1111.58,Peaty,Maize,Zaid,Rainfed,North,66.56,9.57,11.451
28.54,319.59,Sandy,Wheat,Kharif,Drip,North,42.23,8.17,8.068
37.63,714.81,Silty,Barley,Kharif,Flood,East,164.45,6.88,12.327
33.63,437.33,Loamy,Barley,Rabi,Flood,South,73.83,5.93,9.552
25.82,396.37,Loamy,Rice,Rabi,Flood,Central,27.81,4.44,7.352
31.66,1099.39,Sandy,Rice,Rabi,Flood,South,162.77,7.39,13.597
17.91,868.14,Sandy,Maize,Kharif,Drip,Central,145.1,10.39,12.518
27.53,725.23,Sandy,Rice,Rabi,Flood,North,51.48,9.3,10.408
30.49,1325.91,Loamy,Rice,Rabi,Drip,North,159.0,5.79,13.107
35.62,1112.1,Clay,Barley,Rabi,Rainfed,Central,148.91,6.5,11.969
34.23,601.2,Silty,Barley,Rabi,Rainfed,Central,21.07,11.14,9.091
35.78,1144.46,Sandy,Maize,Rabi,Sprinkler,Central,101.33,7.13,12.492
26.64,706.76,Loamy,Rice,Rabi,Sprinkler,Central,136.21,4.98,9.748
32.78,773.56,Loamy,Barley,Rabi,Rainfed,East,66.54,10.75,10.55
37.48,620.89,Sandy,Rice,Zaid,Drip,Central,16.94,10.61,9.018
32.71,1424.28,Peaty,Wheat,Rabi,Flood,North,114.03,11.58,14.109
23.11,1157.28,Silty,Maize,Rabi,Sprinkler,Central,122.79,10.36,12.209
24.5,772.42,Silty,Wheat,Kharif,Flood,Central,58.08,10.76,9.645
29.28,465.37,Clay,Maize,Rabi,Drip,North,130.48,9.02,9.175
37.72,332.42,Loamy,Rice,Kharif,Rainfed,North,186.41,5.11,9.8
27.52,1235.34,Loamy,Maize,Kharif,Flood,West,129.05,6.29,13.555
38.04,428.48,Clay,Rice,Kharif,Rainfed,East,54.84,5.15,7.692
18.54,1244.39,Loamy,Maize,Rabi,Rainfed,South,60.0,6.35,11.801
19.1,524.68,Silty,Barley,Zaid,Sprinkler,South,124.48,8.78,9.823
18.05,730.98,Peaty,Rice,Zaid,Drip,Central,160.93,4.72,9.596
34.91,1173.12,Loamy,Maize,Rabi,Flood,South,145.22,7.63,13.199
35.17,697.39,Clay,Sorghum,Zaid,Drip,North,32.02,4.74,9.419
25.34,936.33,Sandy,Maize,Kharif,Drip,Central,103.94,8.28,12.197
27.66,409.14,Silty,Wheat,Kharif,Sprinkler,South,84.32,7.62,8.087
36.84,375.15,Clay,Maize,Rabi,Flood,South,133.03,6.55,9.815
16.38,1393.96,Loamy,Rice,Kharif,Drip,South,168.39,11.44,15.786
