movie_id,budget_usd,marketing_spend_usd,runtime_minutes,num_screens,director_previous_hits,lead_actor_popularity_score,pre_release_imdb_score,release_month,sequel_flag,genre,language,age_rating,opening_weekend_screens,social_media_buzz_score,box_office_revenue_usd
MOV06989,60127140,21136810,162,2110,3,6.17,9.0,7,1,Comedy,Spanish,PG,1659,5.48,206049352
MOV06990,164836877,22855843,84,1918,13,7.27,5.7,2,0,Horror,Spanish,PG,1187,31.67,393270007
MOV06991,142159991,62714268,158,2286,4,1.77,5.8,12,0,Drama,Korean,G,1265,30.89,439015283
MOV06992,130117277,35880329,155,803,6,3.0,5.9,11,0,Animation,Korean,PG-13,500,32.81,340348101
MOV06993,173424284,36831743,151,2081,6,4.56,4.3,4,0,Animation,Spanish,G,1991,11.53,432665203
MOV06994,131912595,31548682,103,3982,4,8.98,4.3,12,0,Action,Spanish,R,2440,5.06,365617333
MOV06995,154370044,29353022,110,2950,11,8.66,6.6,8,0,Sci-Fi,French,G,2111,23.96,397855121
MOV06996,151598388,83497973,161,2377,0,8.04,8.8,3,1,Horror,Spanish,G,1712,58.78,537726997
MOV06997,23004757,4244809,101,3407,4,9.91,9.2,7,0,Action,Spanish,PG,3278,1.3,97590642
MOV06998,36272994,19640486,92,4398,4,3.18,8.3,10,0,Animation,Hindi,PG,2451,88.87,156220718
MOV06999,87142436,33647585,92,879,3,5.21,6.2,3,1,Romance,Korean,R,649,92.21,273518422
MOV07000,34300239,18306911,83,2999,12,5.02,5.7,8,1,Sci-Fi,French,PG-13,2713,61.77,154895138
MOV07001,175987569,59313461,141,3800,5,7.11,5.2,7,0,Thriller,Spanish,PG-13,2017,6.09,516510686
MOV07002,102993081,58069235,81,1193,14,8.65,7.0,1,1,Horror,French,PG-13,1041,97.99,371620826
MOV07003,189848752,39060502,132,4076,7,5.43,6.7,4,0,Action,Korean,R,2229,62.28,491129848
MOV07004,54093290,20411879,153,2118,9,5.42,6.6,7,1,Sci-Fi,Spanish,PG-13,1538,53.53,193590385
MOV07005,89169744,14527476,104,2692,4,6.47,5.7,12,1,Action,Hindi,R,1558,48.22,255571872
MOV07006,116405647,37670048,147,549,13,7.68,7.2,12,0,Animation,Spanish,PG-13,381,13.99,331846652
MOV07007,29549561,11375158,135,1947,7,2.81,7.3,5,0,Drama,Korean,R,1009,79.96,101396082
MOV07008,198839350,80099968,179,3671,14,9.66,8.8,3,0,Romance,French,G,3381,50.06,609514318
MOV07009,10080961,2850536,165,2890,11,1.83,8.2,2,0,Romance,Hindi,PG-13,1638,2.97,63914144
MOV07010,56296596,7778378,174,3429,4,1.21,5.8,9,0,Romance,English,PG-13,2035,16.11,148660849
MOV07011,154753510,66182355,156,2255,12,4.23,6.1,10,0,Animation,English,R,1644,29.34,482663542
MOV07012,36882465,12695531,169,4222,2,7.31,5.3,6,0,Drama,Korean,PG,2152,91.53,149320145
MOV07013,145096645,24439996,91,3437,7,9.8,4.9,10,1,Sci-Fi,Korean,PG,3301,46.5,387788515
MOV07014,143393304,81438504,127,4097,11,9.39,4.6,1,0,Drama,Hindi,R,2895,94.13,529771960
MOV07015,42245764,24411052,80,3584,3,7.2,4.2,5,0,Romance,French,R,2741,28.21,192545545
MOV07016,197243091,104204144,113,2379,13,4.93,6.3,12,0,Drama,Spanish,G,2223,98.43,649889662
MOV07017,8059903,4206738,99,3309,2,6.36,9.3,7,1,Horror,English,PG,2607,95.56,79298099
MOV07018,140658767,21005366,116,1347,2,9.72,7.0,8,0,Animation,English,PG,727,71.47,341722274
MOV07019,7077234,4223056,116,3471,5,3.39,8.1,5,0,Comedy,Korean,R,3129,75.91,68200064
MOV07020,36482788,10951780,133,1695,7,5.3,6.2,12,1,Drama,Korean,PG,1623,3.4,139485398
MOV07021,72906791,13236997,176,2012,9,7.24,6.1,12,0,Thriller,French,G,1819,23.77,197923283
MOV07022,177973512,90063649,112,4402,4,1.09,4.7,10,1,Sci-Fi,Hindi,G,2619,20.3,593511251
MOV07023,188669188,40161139,105,1882,0,4.43,5.6,12,0,Horror,English,G,1393,95.98,464761230
MOV07024,139018488,50475897,103,3677,0,6.11,9.1,10,0,Sci-Fi,French,PG,2389,41.47,422754156
MOV07025,185276801,30386883,178,2736,2,9.11,6.7,1,1,Thriller,Hindi,PG,2186,60.57,464197138
MOV07026,1975112,666250,83,2052,11,9.93,5.1,12,0,Drama,English,R,1884,27.7,46299251
MOV07027,172805283,65505427,75,3621,11,6.01,7.7,2,1,Action,Spanish,G,2534,26.2,538638752
MOV07028,56745877,18326760,154,3820,5,9.5,6.2,4,0,Action,French,R,3041,42.48,195995420
MOV07029,135773567,18294593,176,2957,1,1.89,8.6,10,1,Drama,English,PG-13,1493,32.45,330479004
MOV07030,135831829,46518260,161,3962,0,7.31,4.5,1,1,Thriller,Hindi,G,2675,75.4,422546414
MOV07031,42781921,14309329,146,3950,14,4.6,6.9,4,0,Action,English,G,3201,62.6,159458179
MOV07032,184887286,42673860,121,726,6,7.76,8.4,6,1,Comedy,Spanish,G,722,69.68,481063243
MOV07033,13234908,7422146,150,4162,13,8.81,8.7,6,1,Sci-Fi,Korean,R,2659,54.44,114582155
MOV07034,195816250,60486888,84,2307,13,1.48,6.2,2,0,Animation,Korean,G,1355,90.38,524208694
MOV07035,22924717,12197276,90,712,11,9.42,8.1,1,0,Animation,French,G,674,7.39,89944321
MOV07036,6121632,947824,121,4100,1,1.61,9.3,12,0,Animation,Hindi,R,3203,75.23,55067307
MOV07037,157891665,40963199,117,3552,7,7.78,7.4,8,1,Romance,Spanish,G,3544,24.76,447678323
MOV07038,152546182,28703917,98,3917,1,1.62,8.5,9,1,Animation,Hindi,G,2456,62.69,397487198
MOV07039,191444414,58238423,177,918,10,8.76,7.2,9,1,Comedy,French,PG,548,92.65,534493957
MOV07040,78578752,12244010,82,4334,0,2.84,8.3,7,0,Thriller,Spanish,R,2937,31.77,216464012
MOV07041,54226755,17380618,149,2375,9,4.91,9.2,12,0,Horror,English,R,1873,96.43,169896710
MOV07042,157044369,43491140,179,3655,1,9.39,7.9,4,1,Romance,Korean,G,1967,18.45,460173022
MOV07043,46112602,9760079,100,1418,1,8.13,4.8,2,1,Drama,English,G,984,95.57,159449650
MOV07044,101935840,42924132,81,3768,6,8.07,4.5,7,1,Sci-Fi,English,G,2007,5.11,367540318
MOV07045,135080795,77733019,153,1276,0,7.87,8.5,6,1,Thriller,Hindi,PG-13,1057,33.52,471524556
MOV07046,153858851,31319005,89,2053,2,6.12,5.4,7,1,Thriller,Hindi,PG,1379,70.15,404878101
MOV07047,185000187,84340737,122,2768,4,9.56,8.8,1,0,Romance,French,PG-13,2727,84.59,594280396
MOV07048,196545405,92610316,77,4414,11,8.48,5.1,4,0,Drama,English,G,2434,17.55,638305462
MOV07049,195254287,68155511,90,4318,6,4.96,9.0,1,0,Drama,English,R,4089,93.5,564634111
MOV07050,194860385,106946038,153,675,13,7.68,8.4,7,0,Comedy,English,G,346,16.5,640523773
MOV07051,2120113,1236439,163,3131,5,9.98,8.8,6,0,Action,Korean,R,2590,86.97,56504851
MOV07052,11201961,3149131,171,4174,7,8.84,5.3,10,0,Action,Spanish,PG,4065,88.59,89636622
MOV07053,106255383,45213434,88,1845,0,1.01,8.8,8,0,Sci-Fi,Korean,G,1575,74.04,307862047
MOV07054,168322679,72564968,162,1034,6,7.64,7.2,2,0,Thriller,English,PG,532,89.2,506044245
MOV07055,73202252,22093739,149,3272,8,9.08,4.5,8,1,Sci-Fi,French,PG-13,2711,9.23,248280532
MOV07056,81162231,20971958,77,1917,6,3.95,9.1,8,0,Sci-Fi,Spanish,PG-13,1235,92.63,225483097
MOV07057,64146677,36362961,147,2329,5,9.8,5.1,2,0,Animation,Spanish,R,2014,46.91,247234068
MOV07058,124456460,61604799,144,2163,8,4.61,5.2,11,0,Horror,English,PG-13,1570,30.25,409225139
MOV07059,29704996,4670584,105,4142,12,4.79,7.9,11,1,Romance,French,PG-13,3351,1.61,122664090
MOV07060,12047100,1926837,154,823,3,2.45,7.2,7,1,Action,Korean,G,421,57.47,50515008
MOV07061,39199721,22001681,149,584,11,1.87,9.0,3,1,Horror,Hindi,R,373,7.18,154343622
MOV07062,11531792,1622579,91,3567,9,5.83,5.7,5,0,Thriller,Korean,PG,2321,2.22,73692159
MOV07063,100572369,44675319,123,4312,5,6.42,4.2,8,0,Thriller,Spanish,R,3121,42.34,337431563
MOV07064,43566130,9296102,77,1386,5,4.3,9.5,1,0,Sci-Fi,French,R,1303,7.02,124821937
MOV07065,137247069,16139249,157,3998,13,6.46,5.7,1,1,Animation,English,PG,2736,84.8,350765715
MOV07066,121457977,15767525,162,3839,9,4.55,4.9,10,0,Comedy,Korean,PG-13,3270,5.54,295830523
MOV07067,151180705,43352737,129,611,13,8.81,9.4,8,1,Sci-Fi,Spanish,PG,414,56.66,423508302
MOV07068,100787577,13988733,146,3175,2,9.58,7.1,6,0,Comedy,Hindi,R,1906,53.3,263440990
MOV07069,162910467,64890432,174,1448,6,6.34,4.8,3,0,Action,English,PG-13,1059,56.6,479487877
MOV07070,197417783,83631553,114,3297,0,8.58,8.6,11,0,Drama,English,PG,2050,14.09,608427648
MOV07071,36324049,10415350,140,1921,10,8.68,9.2,8,1,Drama,Hindi,PG,1011,88.33,137602969
MOV07072,20625255,9723550,161,551,7,7.42,8.8,8,0,Animation,Korean,PG-13,334,65.58,94461964
MOV07073,127466629,43978696,114,2631,7,2.73,5.1,9,0,Animation,Spanish,G,1424,78.47,368978102
MOV07074,140587065,44300987,104,4194,7,2.39,4.3,10,1,Sci-Fi,Korean,R,2196,84.92,424740289
MOV07075,165905152,50351225,99,3259,8,9.28,6.0,10,0,Action,Hindi,PG,2833,89.57,472453778
MOV07076,50402947,15904813,81,3278,14,3.39,6.0,6,1,Comedy,French,G,2778,72.54,187018223
MOV07077,102543728,59879776,166,1240,3,3.22,6.2,12,1,Drama,French,PG-13,715,72.92,368836815
MOV07078,194404979,85674960,179,3376,14,2.5,8.4,7,0,Drama,Hindi,G,1756,15.78,605270299
MOV07079,150752170,38834501,124,924,5,5.75,4.1,11,1,Action,English,G,472,17.77,404935604
MOV07080,74336604,34709985,155,1544,14,7.09,7.7,6,1,Comedy,Spanish,G,1336,75.59,269365952
MOV07081,82054612,21755442,170,2211,10,7.09,9.4,3,1,Drama,Spanish,G,1573,22.77,254176737
MOV07082,149867545,24407046,75,555,11,3.35,6.2,9,1,Action,English,R,396,55.74,358108875
MOV07083,143075725,48313836,165,3862,6,1.85,6.7,1,0,Action,French,PG,2054,27.88,418641939
MOV07084,199691336,94955612,118,3359,1,3.79,7.5,5,1,Horror,English,PG-13,3025,26.29,646248559
MOV07085,30988602,8950436,174,1306,5,5.53,5.6,6,0,Romance,French,PG,843,45.63,104646991
MOV07086,58472430,31258605,123,3556,7,6.51,8.0,6,0,Animation,Korean,G,2524,17.36,220785694
MOV07087,123324811,36192915,81,1154,14,3.44,5.1,1,1,Action,Hindi,G,832,84.75,352839571
MOV07088,72048489,19807535,77,1506,3,2.65,4.4,8,0,Thriller,French,G,1417,15.65,199860133
MOV07089,28355826,16988597,168,1407,4,8.57,8.4,1,1,Drama,English,R,1289,78.07,142332451
MOV07090,79490821,27125130,75,3944,7,8.72,5.0,3,0,Thriller,Hindi,R,2619,47.43,267008522
MOV07091,107646655,54104350,125,4309,2,3.52,8.0,8,1,Comedy,French,PG-13,2312,21.45,387865898
MOV07092,126135379,63382274,172,507,5,6.04,8.8,8,1,Romance,English,R,394,34.91,416028317
MOV07093,65526295,36903404,112,2671,13,4.96,4.3,11,0,Action,Korean,PG-13,1701,43.22,246370678
MOV07094,27408346,3904251,117,2281,0,2.28,7.9,11,1,Drama,English,PG,1492,28.59,92257450
MOV07095,3568101,840680,129,1624,3,9.47,7.6,1,1,Romance,Korean,PG-13,1528,81.17,54092470
MOV07096,60686581,29364661,131,1489,13,1.09,7.4,11,1,Romance,Hindi,G,1292,35.98,220352635
MOV07097,52629424,20067638,127,3382,5,2.69,5.6,1,0,Thriller,Korean,G,2350,49.58,171933218
MOV07098,198857815,75527683,174,4433,2,4.11,4.3,8,0,Horror,French,G,3651,3.84,593296546
MOV07099,162424767,29741217,107,3664,0,8.71,4.5,2,0,Comedy,Korean,G,2182,23.3,413274328
MOV07100,25423854,6116381,154,3956,5,8.1,5.5,5,1,Sci-Fi,English,G,3298,9.08,120760839
MOV07101,178644470,64431172,136,3313,13,6.22,6.2,8,1,Sci-Fi,French,PG-13,1760,90.95,541760133
MOV07102,157442427,37564296,176,1603,2,7.26,9.0,5,0,Romance,Korean,PG,1327,86.27,403753663
MOV07103,183084194,37558147,85,3869,7,4.07,7.8,12,0,Action,English,R,3649,28.8,469199844
MOV07104,9018205,1297521,146,2578,6,9.46,4.1,7,0,Sci-Fi,Hindi,PG-13,2037,49.3,63564550
MOV07105,5928476,1054456,126,877,10,1.24,9.1,6,0,Comedy,Spanish,G,587,33.15,24017767
MOV07106,4886613,2367240,75,2877,6,1.91,8.0,5,0,Comedy,English,PG-13,2241,77.9,41774890
MOV07107,172782602,79374528,88,2449,12,9.33,6.7,11,0,Drama,French,PG,1630,23.99,554757700
MOV07108,131133203,16118479,168,1822,11,9.51,6.5,3,1,Sci-Fi,Hindi,PG,1176,81.4,337302278
MOV07109,76831720,15492504,159,781,7,5.42,9.1,6,0,Sci-Fi,Hindi,PG-13,392,18.81,196548328
MOV07110,160091241,60871120,95,1535,6,6.19,7.0,9,1,Romance,Hindi,G,960,29.86,483199397
MOV07111,191270049,49981526,108,1138,4,9.12,6.8,7,0,Drama,Korean,G,1077,88.97,492284753
MOV07112,119101952,60935512,176,3419,9,8.68,8.3,10,0,Sci-Fi,Hindi,R,2015,29.31,414821409
MOV07113,69302366,34131044,164,3246,7,8.76,7.3,1,1,Sci-Fi,Hindi,PG-13,2650,91.17,267314452
MOV07114,116203229,63422592,179,568,13,4.35,5.4,5,0,Comedy,Spanish,PG,458,14.4,394107855
MOV07115,92908497,35441397,88,3388,7,8.47,9.5,7,0,Thriller,Korean,R,2076,63.54,296482229
MOV07116,10143589,2800018,114,4094,10,1.62,5.5,7,1,Sci-Fi,English,PG,3626,28.58,74297358
MOV07117,34935757,14080240,109,2338,7,5.38,7.8,11,1,Sci-Fi,English,PG-13,1682,32.76,149607531
MOV07118,169735704,24538408,116,2570,14,3.14,6.7,7,0,Sci-Fi,French,R,2309,83.52,401879371
MOV07119,137643790,14424106,156,836,11,1.32,4.7,6,1,Animation,Hindi,PG,423,57.71,315794256
MOV07120,143427245,15568562,94,2974,14,6.55,9.3,11,1,Animation,French,PG-13,1708,22.64,356755750
MOV07121,176267255,53544962,134,3392,9,1.69,5.8,2,0,Horror,English,PG-13,2332,94.6,489019945
MOV07122,131707394,28190492,83,2756,5,2.08,7.6,12,0,Sci-Fi,Hindi,PG-13,2032,41.09,337780867
MOV07123,43548791,7780812,179,714,1,1.74,8.1,2,0,Horror,Hindi,R,552,88.06,109636982
MOV07124,145344950,59251759,107,1134,7,9.78,6.2,10,1,Horror,English,R,1014,91.28,460930446
MOV07125,60193912,35968722,123,922,12,1.35,5.4,6,0,Thriller,Hindi,PG,877,42.42,210206983
MOV07126,35512811,6707539,142,2620,9,3.43,4.3,11,0,Romance,Korean,PG-13,1725,41.95,107289220
MOV07127,90155041,33646827,78,4293,14,6.87,9.2,1,1,Sci-Fi,Hindi,R,4050,55.73,318370436
MOV07128,148873570,23799488,122,3370,0,8.41,7.2,6,1,Drama,Hindi,G,2133,64.05,385014254
MOV07129,47754929,27082690,90,1285,8,6.47,7.9,5,1,Sci-Fi,French,PG,688,6.4,192125355
MOV07130,12290492,3021956,121,4177,8,9.79,6.6,1,0,Romance,Spanish,R,3299,7.7,93610952
MOV07131,184565184,99511993,100,1437,5,4.04,5.3,5,0,Horror,English,R,1197,25.8,613563185
MOV07132,38581619,9318935,144,2271,9,5.25,9.5,4,0,Romance,English,PG,1470,43.76,113234553
MOV07133,192688156,96927198,111,2189,5,8.39,9.3,9,1,Romance,English,G,1280,65.83,629709171
MOV07134,66955748,13705216,96,1797,5,7.14,8.7,11,0,Sci-Fi,French,PG-13,985,20.43,188032481
MOV07135,78086898,19240198,177,4296,10,2.93,9.0,1,1,Romance,Hindi,G,3095,31.22,236099921
MOV07136,168617408,33089089,81,4211,3,5.49,7.2,10,0,Drama,Spanish,R,2966,41.36,438251968
MOV07137,61139023,14192197,116,1756,0,9.78,6.0,3,1,Drama,French,PG,1128,28.67,200365695
MOV07138,189162539,97878916,104,3612,0,8.77,5.9,2,0,Action,Spanish,G,2204,39.14,631452557
MOV07139,12042682,5052100,148,2836,0,2.73,9.1,11,0,Comedy,Korean,G,1473,13.63,63199520
MOV07140,178995836,54224968,153,3102,4,2.62,9.3,1,0,Sci-Fi,Korean,PG,2619,2.51,487882926
MOV07141,195782261,114681517,80,3841,12,8.46,6.4,2,0,Action,French,R,2670,20.52,689142400
MOV07142,57817319,19220255,98,938,14,2.79,7.3,11,0,Action,French,PG-13,570,27.98,168398320
MOV07143,107453529,62847418,140,1837,6,5.08,8.4,7,0,Action,Spanish,R,1392,79.2,382343486
MOV07144,51596687,10231285,114,2033,0,2.63,7.9,5,0,Drama,French,PG-13,1911,75.41,142429546
MOV07145,84505216,46673854,89,1917,0,1.13,8.8,2,1,Sci-Fi,Hindi,PG-13,1181,72.9,303945438
MOV07146,103739555,11090910,127,2575,13,8.88,7.3,4,1,Sci-Fi,French,G,2077,96.08,282998134
MOV07147,11589887,4318989,159,769,12,8.01,7.2,11,1,Sci-Fi,French,G,737,41.53,73671439
MOV07148,147897066,46073810,156,1990,11,5.24,6.1,6,1,Horror,Hindi,PG,1374,11.34,431485525
MOV07149,62766928,22755768,79,2445,10,2.44,4.4,8,1,Animation,English,R,2382,82.03,218555527
MOV07150,31601080,11904835,163,2621,11,8.26,4.3,6,0,Animation,English,G,1327,58.74,125060639
MOV07151,57656406,16980715,110,2180,5,4.23,4.8,6,1,Comedy,Korean,PG,1219,99.98,187051313
MOV07152,186945478,111998834,148,1173,10,6.96,4.3,6,1,Horror,French,R,899,34.61,659154489
MOV07153,51335659,30198385,120,2793,1,3.85,6.9,5,0,Drama,Korean,G,2092,87.54,194031198
MOV07154,187514100,108921819,97,4353,1,4.89,6.2,5,1,Action,French,R,4314,86.15,670495191
MOV07155,147820422,87146424,162,909,11,5.82,4.1,6,1,Action,Hindi,G,519,98.35,522596431
MOV07156,16927403,8404560,119,3045,12,7.86,4.1,6,1,Horror,Spanish,G,3030,98.43,106163606
MOV07157,168368526,100060613,84,1941,6,8.49,6.9,1,1,Drama,French,R,1797,99.19,604767711
MOV07158,15671009,8559193,128,3559,14,4.99,7.0,7,0,Comedy,Korean,PG,2175,91.49,96099955
MOV07159,9821549,3024706,144,2758,8,3.1,4.2,6,1,Romance,Korean,PG,1885,26.83,71262906
MOV07160,65496620,32249786,151,1291,7,2.38,7.7,6,0,Comedy,French,G,722,44.7,219351538
MOV07161,79686659,44308485,159,1746,1,4.07,4.7,1,1,Action,Korean,R,1666,97.08,294646477
MOV07162,20485901,9347778,106,859,13,8.22,6.7,7,1,Action,Korean,PG,595,40.48,98658918
MOV07163,192363661,59900345,117,1081,6,3.47,4.9,6,1,Sci-Fi,Hindi,PG-13,561,91.91,525679034
MOV07164,35157583,4672271,89,1543,4,1.43,4.2,10,0,Horror,Korean,G,1217,75.9,80496753
MOV07165,150807430,76134900,140,922,12,6.08,5.2,2,1,Action,English,G,579,86.74,513612986
MOV07166,128652447,74151595,89,620,10,1.3,6.6,12,0,Drama,English,PG-13,429,75.98,421085896
MOV07167,17091794,4806753,155,2720,9,8.96,8.1,11,1,Comedy,Spanish,R,1998,38.79,110573194
MOV07168,58704449,10329225,94,533,11,7.1,5.5,12,1,Animation,English,PG,286,28.0,172158958
MOV07169,183821897,48391467,124,3465,13,3.31,7.8,8,1,Animation,English,R,2580,70.62,500702619
MOV07170,30092273,11775442,80,570,12,5.22,8.7,8,1,Romance,Hindi,G,367,9.66,124040860
MOV07171,42665616,11027547,153,1044,3,7.65,5.5,7,0,Romance,French,G,893,19.28,129932781
MOV07172,15367204,6228471,91,3321,11,9.24,6.9,12,0,Thriller,Hindi,PG-13,2085,3.96,100139223
MOV07173,75394251,43986975,100,3331,13,8.87,6.3,7,1,Thriller,Korean,G,3238,29.08,314754864
MOV07174,128669397,56018441,96,1467,9,1.63,4.2,12,1,Comedy,English,R,1278,31.92,412413361
MOV07175,156495272,44026765,147,4192,13,1.73,6.2,11,0,Romance,Korean,G,2346,89.45,433837469
MOV07176,89194387,50651395,138,1034,3,6.38,6.1,7,0,Romance,French,G,589,76.39,310502403
MOV07177,165765824,63458080,150,4229,14,5.47,7.4,4,0,Drama,French,PG,2874,68.91,515421080
MOV07178,133170165,21864703,160,513,3,3.64,8.8,1,1,Comedy,Spanish,G,263,79.9,318871585
MOV07179,114806393,40123743,132,1829,8,9.79,7.7,9,1,Horror,Spanish,PG,959,64.16,362149314
MOV07180,108144389,46157995,161,4400,6,7.72,6.0,1,1,Romance,Hindi,G,3781,26.95,374950331
MOV07181,186235666,96679996,111,4119,6,7.19,6.5,12,0,Thriller,English,G,2733,95.76,630407848
MOV07182,11149777,6335731,152,770,13,2.63,8.9,12,0,Drama,Korean,G,463,14.47,53352432
MOV07183,142771653,36936178,162,2296,3,3.56,7.5,5,1,Thriller,Spanish,PG,1570,11.58,392192631
MOV07184,166427244,29583471,146,3624,8,6.45,6.1,10,0,Thriller,French,PG-13,3592,24.67,426153657
MOV07185,171988822,23547732,164,2017,7,8.16,7.3,9,0,Sci-Fi,French,G,1918,85.78,403581234
MOV07186,58203222,27307630,170,2083,9,9.38,7.5,2,0,Romance,Spanish,G,1306,44.85,214398424
MOV07187,104028121,51762221,102,962,3,7.28,6.7,5,1,Romance,French,G,517,40.23,360530800
MOV07188,97197068,29614640,170,1022,12,4.77,8.8,11,0,Thriller,English,PG-13,678,29.07,271077542
MOV07189,78951366,23524562,160,3317,5,7.22,8.5,11,0,Comedy,English,G,1673,96.01,242838856
MOV07190,47894926,27641048,123,1354,3,1.62,6.9,11,1,Horror,Hindi,G,827,77.35,179001408
MOV07191,70289003,39245208,147,3339,0,6.4,9.3,1,1,Action,English,R,2712,17.38,278259858
MOV07192,138936922,30098315,141,2545,4,9.05,9.2,2,1,Romance,Spanish,PG,1386,35.49,386475847
MOV07193,172055897,84376869,163,4293,9,6.73,9.3,1,1,Animation,Spanish,PG,2515,36.71,584995153
MOV07194,186113550,76557845,177,3895,13,1.07,5.2,3,1,Drama,English,R,2787,23.18,579606892
MOV07195,52954211,9378792,150,4418,10,7.25,4.6,4,0,Action,Spanish,PG-13,3788,13.65,170421203
MOV07196,174630006,48614465,167,4095,2,7.54,7.4,1,0,Thriller,Hindi,PG,3127,83.96,477837943
MOV07197,74949887,14145777,141,942,0,5.87,8.0,10,0,Thriller,Hindi,PG,816,52.53,186946876
MOV07198,45150968,11178387,115,2798,1,8.34,5.7,1,1,Animation,French,R,1528,36.15,162415088
MOV07199,80268932,32721677,120,4406,1,2.82,7.0,2,0,Sci-Fi,Hindi,G,2558,7.02,276870410
MOV07200,70574460,20299524,161,2707,7,4.68,7.6,4,0,Action,Korean,R,2558,25.98,211527690
MOV07201,16842433,5002703,161,2583,3,8.27,6.5,2,1,Comedy,English,R,2530,72.75,98678844
MOV07202,59050102,21838124,129,4232,2,6.43,7.0,2,1,Thriller,Spanish,G,3852,89.57,224218517
MOV07203,72513977,10413882,156,3427,3,9.95,4.4,8,0,Comedy,Spanish,PG-13,2947,89.29,209180379
MOV07204,199352480,93575783,85,1721,9,1.62,9.5,11,1,Comedy,Hindi,PG,904,31.96,621473793
MOV07205,35968399,10821264,174,4021,0,3.2,6.1,8,0,Comedy,Hindi,PG,4018,71.16,131503690
MOV07206,188937366,64276216,100,3949,0,2.79,5.1,7,0,Drama,Hindi,G,2390,15.58,537259469
MOV07207,29417654,17272571,146,3817,4,9.79,6.6,11,1,Thriller,Spanish,PG,2694,29.16,164956275
MOV07208,173838607,47315990,166,2940,6,8.82,5.7,4,1,Horror,Korean,PG-13,2394,52.08,493861291
MOV07209,109381517,46389736,156,1727,8,2.2,6.2,7,1,Comedy,Spanish,PG,1331,77.8,350444114
MOV07210,175628764,52030400,87,2591,6,4.18,7.1,6,1,Sci-Fi,Hindi,PG,2579,91.16,491034960
MOV07211,130240217,71259809,110,2862,10,1.47,5.5,7,0,Sci-Fi,Korean,PG-13,2279,94.28,447586004
MOV07212,78180450,40917937,178,907,4,6.69,7.7,1,0,Thriller,Hindi,G,554,17.09,268648885
MOV07213,12462734,2751922,138,1394,2,3.98,6.4,5,0,Thriller,Korean,PG,1089,44.75,54467831
MOV07214,16317570,7275561,125,4402,7,3.32,4.5,5,0,Romance,Hindi,PG-13,2917,67.9,92872509
MOV07215,20396438,2704282,150,2753,11,5.71,8.9,7,1,Animation,Korean,PG-13,2292,75.51,94788621
MOV07216,36490204,21222436,96,1764,6,8.16,6.6,4,0,Comedy,English,PG,916,50.98,161332179
MOV07217,91284577,25057164,134,2588,3,4.64,9.1,1,1,Animation,Korean,PG-13,1651,6.64,268957691
MOV07218,55900320,28840170,76,3135,0,7.82,6.1,3,1,Horror,Hindi,G,2427,80.34,233708124
MOV07219,3422952,887282,130,2510,12,5.02,7.0,4,1,Sci-Fi,French,G,2229,86.33,64718031
MOV07220,134614248,56051403,114,3261,2,2.93,8.8,5,0,Thriller,Hindi,R,2989,89.21,418647456
MOV07221,184168662,108990166,102,1886,10,5.02,6.5,12,1,Drama,French,PG,1805,87.68,648806351
MOV07222,54553666,29370326,151,1397,7,5.84,7.5,8,0,Romance,Spanish,R,962,75.63,199001382
MOV07223,58728313,10581840,171,594,1,5.15,5.4,8,1,Horror,Korean,G,471,42.15,159792137
MOV07224,2861663,1069529,77,1039,8,3.47,5.3,12,0,Romance,Korean,G,823,18.8,19520085
MOV07225,39918430,10948263,137,3715,13,2.67,7.0,2,0,Horror,Hindi,PG-13,3528,14.03,139055967
MOV07226,29075910,9221989,172,2606,3,9.52,7.4,10,1,Horror,Spanish,R,2405,71.14,131208795
MOV07227,34604200,9259792,97,4212,14,3.68,7.6,4,1,Sci-Fi,Hindi,PG-13,3000,78.07,142914101
MOV07228,96730688,25921853,129,3401,13,7.35,8.2,2,0,Drama,English,PG-13,2712,65.56,282253362
MOV07229,6167373,2289801,106,1008,6,4.07,9.1,5,1,Comedy,English,G,965,57.7,47505807
MOV07230,46721311,9156536,158,3060,9,9.73,5.3,4,1,Romance,French,PG-13,3059,59.37,170757516
MOV07231,187649702,69186015,102,3346,11,9.89,7.4,2,1,Sci-Fi,Korean,G,2908,7.48,581550292
MOV07232,101960838,24417858,82,1545,6,8.43,6.4,3,0,Horror,French,G,825,28.95,277297831
MOV07233,53857945,13167807,77,1237,11,6.23,4.5,3,0,Horror,French,PG-13,1170,17.87,168646369
MOV07234,146887457,68945155,168,1727,7,5.88,6.5,7,1,Horror,Korean,G,1276,45.99,479738411
MOV07235,6628573,760938,163,3246,6,3.96,8.3,4,1,Horror,English,PG,2192,8.67,65795095
MOV07236,9091363,2640794,127,3434,10,2.1,4.4,1,1,Thriller,French,PG-13,2215,33.75,81241636
MOV07237,31595197,9597584,168,970,3,1.71,7.3,5,0,Sci-Fi,Korean,PG,874,87.69,91653380
MOV07238,32218896,11036746,103,783,12,5.19,6.3,6,0,Action,English,G,743,10.71,107305923
MOV07239,40462985,17581390,168,871,11,9.81,7.6,6,1,Action,Korean,PG-13,734,56.97,163427960
MOV07240,130891954,37283708,172,2021,6,3.22,8.5,12,1,Sci-Fi,Korean,G,1070,26.95,373621315
MOV07241,141726254,29276187,163,3903,4,4.7,7.0,10,1,Animation,Hindi,PG-13,3877,37.72,387054356
